,word1,word2,relation,label,text
156,computer network,the Internet,rhyper,-1,"A plurality of components in the device 1100 are coupled to the I/O interface 705, including: an input unit 1106, such as a keyboard or a mouse; an output unit 1107, such as various types of displays, or speakers; the storage unit 1108, such as a disk or an optical disk; and a communication unit 1109 such as a network card, a modem, or a wireless communication transceiver. The communication unit 1109 allows the device 1100 to exchange information/data with other devices over a computer network such as the Internet and/or various telecommunication networks."
157,surgical device,surgical instrument,rhyper,-1,"Various systems and methods for controlling surgical devices are disclosed. A computer system, such as a surgical hub, can be configured to be communicably coupled to a surgical device and a camera configured to view an operating room. The computer system can be programmed to receive images of surgical staff members and surgical devices within the operating room during a surgical procedure. The computer system can further determine conditions or characteristics associated with the surgical staff members and surgical devices, such as whether a surgical staff member is performing a particular gesture or the pose of a surgical device, such as a surgical instrument, during a surgical procedure. The computer system can then control the paired surgical devices accordingly."
158,optical disc drive,compact disc,rhyper,-1,"The computer system 210 also includes removable/non-removable, volatile/non-volatile computer storage media, such as for example disk storage. The disk storage includes, but is not limited to, devices like a magnetic disk drive, floppy disk drive, tape drive, Jaz drive, Zip drive, LS-60 drive, flash memory card, or memory stick. In addition, the disk storage can include storage media separately or in combination with other storage media including, but not limited to, an optical disc drive such as a compact disc ROM device (CD-ROM), compact disc recordable drive (CD-R Drive), compact disc rewritable drive (CD-RW Drive), or a digital versatile disc ROM drive (DVD-ROM). To facilitate the connection of the disk storage devices to the system bus, a removable or non-removable interface may be employed."
159,non-volatile memory,magnetic storage,rhyper,-1,"In addition, surgical instruments 7012 may comprise transceivers for data transmission to and from their corresponding surgical hubs 7006 (which may also comprise transceivers). Combinations of surgical instruments 7012 and corresponding hubs 7006 may indicate particular locations, such as operating theaters in healthcare facilities (e.g., hospitals), for providing medical operations. For example, the memory of a surgical hub 7006 may store location data. As shown in FIG. 12, the cloud 7004 comprises central servers 7013 (which may be same or similar to remote server 113 in FIG. 1 and/or remote server 213 in FIG. 9), hub application servers 7002, data analytics modules 7034, and an input/output (""I/O"") interface 7007. The central servers 7013 of the cloud 7004 collectively administer the cloud computing system, which includes monitoring requests by client surgical hubs 7006 and managing the processing capacity of the cloud 7004 for executing the requests. Each of the central servers 7013 comprises one or more processors 7008 coupled to suitable memory devices 7010 which can include volatile memory such as random-access memory (RAM) and non-volatile memory such as magnetic storage devices. The memory devices 7010 may comprise machine executable instructions that when executed cause the processors 7008 to execute the data analytics modules 7034 for the cloud-based data analysis, operations, recommendations and other operations described below. Moreover, the processors 7008 can execute the data analytics modules 7034 independently or in conjunction with hub applications independently executed by the hubs 7006. The central servers 7013 also comprise aggregated medical data databases 2212, which can reside in the memory 2210."
160,volatile memory,random-access memory,rhyper,-1,"In addition, surgical instruments 7012 may comprise transceivers for data transmission to and from their corresponding surgical hubs 7006 (which may also comprise transceivers). Combinations of surgical instruments 7012 and corresponding hubs 7006 may indicate particular locations, such as operating theaters in healthcare facilities (e.g., hospitals), for providing medical operations. For example, the memory of a surgical hub 7006 may store location data. As shown in FIG. 12, the cloud 7004 comprises central servers 7013 (which may be same or similar to remote server 113 in FIG. 1 and/or remote server 213 in FIG. 9), hub application servers 7002, data analytics modules 7034, and an input/output (""I/O"") interface 7007. The central servers 7013 of the cloud 7004 collectively administer the cloud computing system, which includes monitoring requests by client surgical hubs 7006 and managing the processing capacity of the cloud 7004 for executing the requests. Each of the central servers 7013 comprises one or more processors 7008 coupled to suitable memory devices 7010 which can include volatile memory such as random-access memory (RAM) and non-volatile memory such as magnetic storage devices. The memory devices 7010 may comprise machine executable instructions that when executed cause the processors 7008 to execute the data analytics modules 7034 for the cloud-based data analysis, operations, recommendations and other operations described below. Moreover, the processors 7008 can execute the data analytics modules 7034 independently or in conjunction with hub applications independently executed by the hubs 7006. The central servers 7013 also comprise aggregated medical data databases 2212, which can reside in the memory 2210."
161,storage medium,Electrically Erasable and Programmable ROM,rhyper,-1,"The storage device 20C is to store programs and data for controlling the operations of the control unit 20, and is realized by a storage medium such as an Electrically Erasable and Programmable ROM (EEPROM (trademark))."
162,visible light spectrum,near-infrared light,rhyper,-1,"As shown in FIG. 3, recognition members 40A and 40B are provided as recognition markings in the area of the strap 40 that is exposed when the seat belt 4 is worn. In FIG. 3, the recognition members 40A and 40B are illustrated as being recognizable, but they are actually designed in an invisible manner in a normal visible light environment. According to the first embodiment, the recognition members 40A and 40B are designed to reflect light of a specific wavelength outside the visible light spectrum, such as near-infrared light."
163,storage medium,magnetic disk,rhyper,-1,"The method that has been described in connection with each of the above embodiments may be stored and distributed as a computer-executable program (wearing detection program) in a storage medium such as a magnetic disk (e.g., a flexible disk and a hard disk), an optical disk (e.g., a CD-ROM and a DVD), a magneto-optical disk (MO), or a semiconductor memory."
164,storage medium,flexible disk,rhyper,-1,"The method that has been described in connection with each of the above embodiments may be stored and distributed as a computer-executable program (wearing detection program) in a storage medium such as a magnetic disk (e.g., a flexible disk and a hard disk), an optical disk (e.g., a CD-ROM and a DVD), a magneto-optical disk (MO), or a semiconductor memory."
165,storage medium,hard disk,rhyper,-1,"The method that has been described in connection with each of the above embodiments may be stored and distributed as a computer-executable program (wearing detection program) in a storage medium such as a magnetic disk (e.g., a flexible disk and a hard disk), an optical disk (e.g., a CD-ROM and a DVD), a magneto-optical disk (MO), or a semiconductor memory."
166,storage device,hard disk,rhyper,-1,"The storage unit 260 is configured of a storage device such as a hard disk or a memory, and has a function of storing processing information, a storage area, and a program 261 necessary for various kinds of processing performed in the arithmetic processing unit 270. The program 261 is a program for implementing various processing unit by being read into the arithmetic processing unit 270 and executed, and is read in advance from an external device (not illustrated) or a storage medium (not illustrated) via a data input/output function such as the communication I/F unit 220, and is saved in the storage unit 260. The main processing information and the storage area, stored in the storage unit 260, include a video buffer 262 and a video saving area 263."
167,storage device,hard disk,rhyper,-1,"The storage unit 560 is configured of a storage device such as a hard disk, a memory, or the like, and has a function of storing processing information, a storage area, and a program 561 that are necessary for various kinds of processing performed in the arithmetic processing unit 570. The program 561 is a program for implementing various processing units by being read into the arithmetic processing unit 570 and executed, and is read in advance from an external device (not illustrated) or a storage medium (not illustrated) via a data input/output function such as the communication I/F units 510 and 520, and is saved in the storage unit 560. The main processing information and the storage area stored in the storage unit 560 include the driving condition information buffer 262, a received file buffer 563, and a file saving area 564."
168,brain waves,pulse rate,rhyper,-1,"Patent Document 2 (see Japanese Patent Laid-Open No. 2015-109964) offers a method that involves measuring biological information other than brain waves such as pulse rate and blood flow regarding a target person and, based on the correlation between the measured biological information and brain waves, estimating the target person's brain waves associated with the measured biological information, the estimated brain waves constituting a characteristic pattern that permits estimation of the target person's emotion."
169,brain waves,blood flow,rhyper,-1,"Patent Document 2 (see Japanese Patent Laid-Open No. 2015-109964) offers a method that involves measuring biological information other than brain waves such as pulse rate and blood flow regarding a target person and, based on the correlation between the measured biological information and brain waves, estimating the target person's brain waves associated with the measured biological information, the estimated brain waves constituting a characteristic pattern that permits estimation of the target person's emotion."
170,electronic pen,the height,rhyper,-1,"In general, the hand and fingertips of the worker holding the electronic pen move in a manner reflecting the worker's emotional state at the time of work. Thus the electronic pen held by the worker is at a height position, is tilted relative to the sensor input sur-face, and is under writing pressure in a manner reflecting the worker's emotional state during work. That is, there are correlations between the emotional state of the worker holding the electronic pen on the one hand and the pen state information regarding the state of the electronic pen such as the height position and its variations, the tilt and its variations, and the writing pressure and its variations of the electronic pen on the other hand."
171,brain waves,blood flow,rhyper,-1,"A third example of the system for building the database, to be explained hereunder, also dispenses with the association processing part 4 of the first example, as with the second example. In the third example, the emotional state of the electronic pen user is estimated not by use of brain wave data but by recourse to the technique of Patent Document 2 to measure biological information other than the user's brain waves, such as pulse rate and blood flow."
172,brain waves,pulse rate,rhyper,-1,"A third example of the system for building the database, to be explained hereunder, also dispenses with the association processing part 4 of the first example, as with the second example. In the third example, the emotional state of the electronic pen user is estimated not by use of brain wave data but by recourse to the technique of Patent Document 2 to measure biological information other than the user's brain waves, such as pulse rate and blood flow."
173,state estimation,brain wave,rhyper,-1,"That is, the emotion server apparatus of this embodiment acquires various characteristic amounts (coordinates, pressure, tilt, height, etc.) making up the pen state information as the information about the handwriting (called the handwriting data hereunder) of the person who wrote with the electronic pen. At this time, the person's emotions are estimated from the biological information intended for emotional state estimation such as brain wave data from a brain wave data detection apparatus. The information regarding the relations between the characteristic amounts of handwriting data (coordinates, pressure, tilt, height, etc.) on the one hand and the estimated emotions on the other hand is then accumulated in large quantities in a database. In this case, the characteristic amounts of handwriting data (coordinates, pressure, tilt, height, etc.) manifests a specific distribution with regard to each emotional state. Thus the database permits acquisition of the distribution of the characteristic amounts of handwriting data applicable to each emotional state. When the characteristic amounts of handwriting data at the time of writing with the electronic pen are determined to fall within the distribution of the characteristic amounts associated with a specific emotional state, the determination permits estimation of the emotional state of the person at the time of writing with the electronic pen."
174,semiconductor memory,flash memory,rhyper,-1,"Such storage unit 101 is provided by use of a rewritable, nonvolatile semiconductor memory such as a flash memory. In addition, a read-only memory (ROM), which is non-rewritable, or a Random Access Memory (RAM), which is volatile, can be used as storage unit 101 according to whether data to be saved will be overwritten, how long the data has to be stored, or the like."
175,wide-angle lens,fisheye lens,rhyper,-1,"Optical system 103 is a constituent component by which light from the capturing area is formed into an image on image sensor 104, and is provided by use of optical elements including a lens. Optical system 103 may allow its focal distance and angle of view to be changed. A wide-angle lens or a super-wide-angle lens such as a fisheye lens may be used. For example, in a case where videos captured by multiple viewpoint image capturing system 1000 are used in a monitoring system, wide-angle lenses may be used to obtain a wide capturing area. Properties of optical system 103 that include focal distance, aberration, image center, and the like are used in the three-dimensional space reconstruction in a form of the internal parameters described above. That is, in a case where the focal distance of optical system 103 is changed, or a lens of optical system 103 is changed, it is necessary to change the camera parameters used in the three-dimensional space reconstruction as in the case where there is a change in a position of a camera. That is, the camera calibration is needed."
176,moving images,digital camera,rhyper,-1,"Camera ex213 is a device capable of capturing moving images, such as a digital camcorder. Camera ex216 is a device capable of capturing still images and moving images, such as a digital camera. Moreover, smartphone ex214 is, for example, a smartphone conforming to a global system for mobile communication (GSM) (registered trademark) scheme, a code division multiple access (CDMA) scheme, a wideband-code division multiple access (W-CDMA) scheme, an long term evolution (LTE) scheme, an high speed packet access (HSPA) scheme, or a communication scheme using high-frequency bands, or a personal handyphone system (PHS), and smartphone ex214 may be any of them."
177,moving images,digital camcorder,rhyper,-1,"Camera ex213 is a device capable of capturing moving images, such as a digital camcorder. Camera ex216 is a device capable of capturing still images and moving images, such as a digital camera. Moreover, smartphone ex214 is, for example, a smartphone conforming to a global system for mobile communication (GSM) (registered trademark) scheme, a code division multiple access (CDMA) scheme, a wideband-code division multiple access (W-CDMA) scheme, an long term evolution (LTE) scheme, an high speed packet access (HSPA) scheme, or a communication scheme using high-frequency bands, or a personal handyphone system (PHS), and smartphone ex214 may be any of them."
178,electronic device,electronic component,rhyper,-1,"Various embodiments of the present disclosure relate to an electronic component. For example, the various embodiments relate to an electronic component that detect various kinds of information (e.g., a fingerprint, an iris, proximity of an object, illuminance, temperature, humidity, etc.) and an electronic device including the electronic component."
179,electronic device,electronic component,rhyper,-1,"According to various embodiments, it is possible to provide an electronic component capable of suppressing occurrence of surface imperfections (e.g., a burr) in appearance so as to facilitate assembly with a counterpart component, and an electronic device including the electronic component."
180,electronic device,electronic component,rhyper,-1,"According to various embodiments, it is possible to provide an electronic component, which is easy to process so as to facilitate mass production thereof and to meet the specification of an individual electronic device, and an electronic device including the electronic component."
181,electronic device,electronic component,rhyper,-1,"An electronic component (and/or an electronic device including the electronic component) according to various embodiments of the present disclosure may include: a substrate having a sensor element mounted on one face thereof;a flexible printed circuit board coupled to face a remaining face of the substrate and extending to one side of the substrate in a first direction; andat least one recess formed at an edge of the remaining face of the substrate,in which the recess may be located at least in a region facing the flexible printed circuit board on the remaining face of the substrate, and may extend in a second direction intersecting the first direction."
182,storage device,main memory,rhyper,-1,"The stocker controller 6 controls and manages respective parts of the automated warehouse S including the transporter 1. The stocker controller 6, for example, controls the operation of each part of the transporter 1 and manages storage history of the articles 2 and so forth on the storage racks 4. The stocker controller 6 is arranged outside the housing 3. The stocker controller 6 is configured with a computer device including a CPU, a memory storage device such as a main memory and a hard disk, a wired or wireless communication device, an input device such as a keyboard or a mouse, and a display device such as a display. The computer device reads various programs stored in the memory storage device and executes processes according to the programs. The stocker controller 6 is connected to the respective parts of the automated warehouse S so as to be capable of communicating therewith in a wired or wireless manner. Also, the stocker controller 6 is connected to a controller 37 of a manager 16 so as to be capable of communicating therewith in a wired or wireless manner. Note that the stocker controller 6 may be arranged inside or outside the housing 3."
183,storage device,input device,rhyper,-1,"The stocker controller 6 controls and manages respective parts of the automated warehouse S including the transporter 1. The stocker controller 6, for example, controls the operation of each part of the transporter 1 and manages storage history of the articles 2 and so forth on the storage racks 4. The stocker controller 6 is arranged outside the housing 3. The stocker controller 6 is configured with a computer device including a CPU, a memory storage device such as a main memory and a hard disk, a wired or wireless communication device, an input device such as a keyboard or a mouse, and a display device such as a display. The computer device reads various programs stored in the memory storage device and executes processes according to the programs. The stocker controller 6 is connected to the respective parts of the automated warehouse S so as to be capable of communicating therewith in a wired or wireless manner. Also, the stocker controller 6 is connected to a controller 37 of a manager 16 so as to be capable of communicating therewith in a wired or wireless manner. Note that the stocker controller 6 may be arranged inside or outside the housing 3."
184,storage device,hard disk,rhyper,-1,"The stocker controller 6 controls and manages respective parts of the automated warehouse S including the transporter 1. The stocker controller 6, for example, controls the operation of each part of the transporter 1 and manages storage history of the articles 2 and so forth on the storage racks 4. The stocker controller 6 is arranged outside the housing 3. The stocker controller 6 is configured with a computer device including a CPU, a memory storage device such as a main memory and a hard disk, a wired or wireless communication device, an input device such as a keyboard or a mouse, and a display device such as a display. The computer device reads various programs stored in the memory storage device and executes processes according to the programs. The stocker controller 6 is connected to the respective parts of the automated warehouse S so as to be capable of communicating therewith in a wired or wireless manner. Also, the stocker controller 6 is connected to a controller 37 of a manager 16 so as to be capable of communicating therewith in a wired or wireless manner. Note that the stocker controller 6 may be arranged inside or outside the housing 3."
185,storage device,wireless communication,rhyper,-1,"The stocker controller 6 controls and manages respective parts of the automated warehouse S including the transporter 1. The stocker controller 6, for example, controls the operation of each part of the transporter 1 and manages storage history of the articles 2 and so forth on the storage racks 4. The stocker controller 6 is arranged outside the housing 3. The stocker controller 6 is configured with a computer device including a CPU, a memory storage device such as a main memory and a hard disk, a wired or wireless communication device, an input device such as a keyboard or a mouse, and a display device such as a display. The computer device reads various programs stored in the memory storage device and executes processes according to the programs. The stocker controller 6 is connected to the respective parts of the automated warehouse S so as to be capable of communicating therewith in a wired or wireless manner. Also, the stocker controller 6 is connected to a controller 37 of a manager 16 so as to be capable of communicating therewith in a wired or wireless manner. Note that the stocker controller 6 may be arranged inside or outside the housing 3."
186,storage device,input device,rhyper,-1,"The manager 16 is arranged outside the housing 3. The manager 16 includes a display 34, an inputter 35, the recorder 36, the controller 37, and the data bus 38 used for transmitting data of the respective parts. The display 34, the inputter 35, the recorder 36, and the controller 37 are each connected to the data bus 38 and mutually exchange data. The manager 16 is configured with a computer device including a CPU, a memory storage device such as a main memory and a hard disk, a wired or wireless communication device, an input device such as a keyboard or a mouse, and a display device such as a display. The computer device reads various programs stored in the memory storage device and executes processes according to the programs. Note that the stocker controller 6 may also serve as a part of or the entire manager 16. The manager 16 may be arranged inside or outside the housing 3."
187,storage device,hard disk,rhyper,-1,"The manager 16 is arranged outside the housing 3. The manager 16 includes a display 34, an inputter 35, the recorder 36, the controller 37, and the data bus 38 used for transmitting data of the respective parts. The display 34, the inputter 35, the recorder 36, and the controller 37 are each connected to the data bus 38 and mutually exchange data. The manager 16 is configured with a computer device including a CPU, a memory storage device such as a main memory and a hard disk, a wired or wireless communication device, an input device such as a keyboard or a mouse, and a display device such as a display. The computer device reads various programs stored in the memory storage device and executes processes according to the programs. Note that the stocker controller 6 may also serve as a part of or the entire manager 16. The manager 16 may be arranged inside or outside the housing 3."
188,storage device,wireless communication,rhyper,-1,"The manager 16 is arranged outside the housing 3. The manager 16 includes a display 34, an inputter 35, the recorder 36, the controller 37, and the data bus 38 used for transmitting data of the respective parts. The display 34, the inputter 35, the recorder 36, and the controller 37 are each connected to the data bus 38 and mutually exchange data. The manager 16 is configured with a computer device including a CPU, a memory storage device such as a main memory and a hard disk, a wired or wireless communication device, an input device such as a keyboard or a mouse, and a display device such as a display. The computer device reads various programs stored in the memory storage device and executes processes according to the programs. Note that the stocker controller 6 may also serve as a part of or the entire manager 16. The manager 16 may be arranged inside or outside the housing 3."
189,storage device,main memory,rhyper,-1,"The manager 16 is arranged outside the housing 3. The manager 16 includes a display 34, an inputter 35, the recorder 36, the controller 37, and the data bus 38 used for transmitting data of the respective parts. The display 34, the inputter 35, the recorder 36, and the controller 37 are each connected to the data bus 38 and mutually exchange data. The manager 16 is configured with a computer device including a CPU, a memory storage device such as a main memory and a hard disk, a wired or wireless communication device, an input device such as a keyboard or a mouse, and a display device such as a display. The computer device reads various programs stored in the memory storage device and executes processes according to the programs. Note that the stocker controller 6 may also serve as a part of or the entire manager 16. The manager 16 may be arranged inside or outside the housing 3."
190,neural network,convolutional neural network,rhyper,-1,"The mobile computing device 104 can be, e.g., a mobile phone, a tablet computer, or a wearable computing device, such as smart glasses. The mobile computing device 104 includes one or more data processors 118, one or more cameras 120, one or more motion sensors 122, and a touch screen display 138. Each camera 120 includes one or more image sensors that are sensitive to visible light and optionally, infrared light. The mobile computing device 104 includes a storage device 124 storing program instructions for an augmented reality toolkit 126 and program instructions for a spot cleaning program 132. The storage device 124 can store one or more image detection or recognition modules. For example, the image detection or recognition module can include a neural network, such as a convolutional neural network. In this example, the storage device 124 stores a first image detection module 133 that includes a first neural network 134 for recognizing the mobile cleaning robot 102, and a second image detection module 135 that includes a second neural network 136 for recognizing the orientation angle of the mobile cleaning robot 102."
191,electronic devices,mobile phone,rhyper,-1,"In the example shown in FIG. 4, a second mobile cleaning robot 238 is located in the room 214C. The second mobile cleaning robot 238, similar to the mobile cleaning robot 102, performs a mission, e.g., a cleaning mission, within the room 214C. In some examples, the mobile computing device 104 is wirelessly connected to the multiple robotic devices, including the mobile cleaning robot 102 and the second mobile cleaning robot 238, thus enabling the user 212 to interact with the mobile computing device 104 to control and monitor multiple robotic devices 102, 238. In some examples, the controller for each of the mobile cleaning robot 102, the linked devices 292A, 292B, the second mobile cleaning robot 238, and other devices may initiate and maintain wireless links directly with one another, for example, to initiate and maintain a wireless link between the mobile cleaning robot 102 and one of the linked devices 292A, 292B. Wireless links also may be formed with other remote electronic devices, such as a mobile phone, a tablet, a laptop, another mobile computing device, one or more environmental control devices, or other types of electronic devices. In certain implementations, the wireless links permit communication with one or more devices including, but not limited to smart light bulbs, thermostats, garage door openers, door locks, remote controls, televisions, security systems, security cameras, smoke detectors, video game consoles, other robotic systems, or other communication enabled sensing and/or actuation devices or appliances."
192,storage media,hard drives,rhyper,-1,"The controllers described in this document can include one or more processors. Processors suitable for the execution of a computer program include, by way of example, both general and special purpose microprocessors, and any one or more processors of any kind of digital computer. Generally, a processor will receive instructions and data from a read-only storage area or a random access storage area or both. Elements of a computer include one or more processors for executing instructions and one or more storage area devices for storing instructions and data. Generally, a computer will also include, or be operatively coupled to receive data from, or transfer data to, or both, one or more machine-readable storage media, such as hard drives, magnetic disks, magneto-optical disks, or optical disks. Machine-readable storage media suitable for embodying computer program instructions and data include various forms of non-volatile storage area, including by way of example, semiconductor storage devices, e.g., EPROM, EEPROM, and flash storage devices; magnetic disks, e.g., internal hard disks or removable disks; magneto-optical disks; and CD-ROM and DVD-ROM discs."
193,the environment,foot traffic,rhyper,-1,"In this document, we describe a novel system for enabling a mobile robot to learn about its environment and perform tasks based an understanding about the environment, including an understanding about how the environment changes over time. For example, a mobile cleaning robot may perform a cleaning task more thoroughly when cleaning a dining room that is used daily than when cleaning a guest room that is used infrequently. The mobile cleaning robot may schedule cleaning tasks at times when no one is at home so as to reduce interruption to the home owners. The mobile robot can have one or more sensors, such as one or more cameras, that sense information about the environment. A machine learning module enables the mobile robot to recognize objects in the environment, as well as recognize the position of the robot in the environment, based on the information provided by the one or more sensors. The machine learning module also enables the mobile robot to learn about patterns in the environment, such as foot traffic in various parts of the house, and changes in positions of objects such as doors and chairs, to help the mobile robot schedule tasks."
194,mobile device,mobile phone,hyper,1,"In some implementations, the owner can use a mobile device, such as a mobile phone or a tablet computer, to identify objects and communicate with the mobile robot. In the following example, the mobile device is a mobile phone. The mobile phone is equipped with one or more cameras that can capture images of the mobile robot and the environment. The mobile phone executes an application program (e.g., an augmented reality toolkit) that establishes a coordinate system and determines the position of the mobile robot and the positions of the objects in the environment within the coordinate system."
195,mobile device,tablet computer,rhyper,-1,"In some implementations, the owner can use a mobile device, such as a mobile phone or a tablet computer, to identify objects and communicate with the mobile robot. In the following example, the mobile device is a mobile phone. The mobile phone is equipped with one or more cameras that can capture images of the mobile robot and the environment. The mobile phone executes an application program (e.g., an augmented reality toolkit) that establishes a coordinate system and determines the position of the mobile robot and the positions of the objects in the environment within the coordinate system."
196,mobile device,mobile phone,rhyper,-1,"In some implementations, the owner can use a mobile device, such as a mobile phone or a tablet computer, to identify objects and communicate with the mobile robot. In the following example, the mobile device is a mobile phone. The mobile phone is equipped with one or more cameras that can capture images of the mobile robot and the environment. The mobile phone executes an application program (e.g., an augmented reality toolkit) that establishes a coordinate system and determines the position of the mobile robot and the positions of the objects in the environment within the coordinate system."
197,the environment,foot traffic,rhyper,-1,"The mobile robot 102 includes a learning module 126 that is configured to learn about patterns in the environment, such as foot traffic in a home. For example, the learning module 126 can be configured to store certain parameter values over time and perform statistical analyses of the stored parameter values to detect patterns in the data. The learning module 126 may store counts of human presence at each grid point on a map for each time period of the day for each day of the week. By analyzing the stored data, the learning module 126 can determine, e.g., for a given time during a given day of the week, which grid points on the map have higher or lower foot traffic. The learning module 126 can determine, e.g., for a given room in the house, which periods of time have less or no foot traffic."
198,electronic devices,mobile phone,rhyper,-1,"In the example shown in FIG. 3, a second mobile cleaning robot 103 is located in the room 302C. The second mobile cleaning robot 103, similar to the mobile cleaning robot 102, performs a mission, e.g., a cleaning mission, within the room 302C. In some examples, the mobile computing device 104 is wirelessly connected to the multiple robotic devices, including the mobile cleaning robot 102 and the second mobile cleaning robot 103, thus enabling the user 10 to interact with the mobile computing device 104 to control and monitor multiple robotic devices 102, 103. In some examples, the controller for each of the mobile cleaning robots 102, 103, the linked devices 328A, 328B, and other devices may initiate and maintain wireless links directly with one another, for example, to initiate and maintain a wireless link between the mobile cleaning robot 102 or 103 and one of the linked devices 328A, 328B. Wireless links also may be formed with other remote electronic devices, such as a mobile phone, a tablet, a laptop, another mobile computing device, one or more environmental control devices, or other types of electronic devices. In certain implementations, the wireless links permit communication with one or more devices including, but not limited to smart light bulbs, thermostats, garage door openers, door locks, remote controls, televisions, security systems, security cameras, smoke detectors, video game consoles, other robotic systems, or other communication enabled sensing and/or actuation devices or appliances."
199,storage media,hard drives,rhyper,-1,"The controllers described in this document can include one or more processors. Processors suitable for the execution of a computer program include, by way of example, both general and special purpose microprocessors, and any one or more processors of any kind of digital computer. Generally, a processor will receive instructions and data from a read-only storage area or a random access storage area or both. Elements of a computer include one or more processors for executing instructions and one or more storage area devices for storing instructions and data. Generally, a computer will also include, or be operatively coupled to receive data from, or transfer data to, or both, one or more machine-readable storage media, such as hard drives, magnetic disks, magneto-optical disks, or optical disks. Machine-readable storage media suitable for embodying computer program instructions and data include various forms of non-volatile storage area, including by way of example, semiconductor storage devices, e.g., EPROM, EEPROM, and flash storage devices; magnetic disks, e.g., internal hard disks or removable disks; magneto-optical disks; and CD-ROM and DVD-ROM discs."
200,occupancy grid,living room,hyper,1,"The map merge module 124 honors the room labels provided by the user. If the user 10 labeled a room as the ""Living Room,"" the map merge module 124 will try to find out which region in the new occupancy grid is the living room and associate it with the label ""Living Room."""
201,the environment,foot traffic,rhyper,-1,"The mobile robot 202a includes a learning module 210 that is configured to learn about patterns in the environment, such as foot traffic in a home. For example, the learning module 210 can be configured to store certain parameter values over time and perform statistical analyses of the stored parameter values to detect patterns in the data. The learning module 210 may store counts of human presence at each grid point on a map for each time period of the day for each day of the week. By analyzing the stored data, the learning module 210 can determine, e.g., for a given time during a given day of the week, which grid points on the map have higher or lower foot traffic. The learning module 210 can determine, e.g., for a given room in the house, which periods of time have less or no foot traffic."
202,electronic devices,mobile phone,rhyper,-1,"In the example shown in FIG. 3, a second mobile cleaning robot 202b is located in the room 302C. The second mobile cleaning robot 202b, similar to the first mobile cleaning robot 202a, performs a mission, e.g., a cleaning mission, within the room 302C. In some examples, the mobile computing device 94 is wirelessly connected to the multiple robotic devices, including the first mobile cleaning robot 202a and the second mobile cleaning robot 202b, thus enabling the user 10 to interact with the mobile computing device 94 to control and monitor multiple robotic devices 202a, 202b. In some examples, the controller 104 for each of the mobile cleaning robots 202a, 202b, the linked devices 328A, 328B, and other devices may initiate and maintain wireless links directly with one another, for example, to initiate and maintain a wireless link between the mobile cleaning robot 202a or 202b and one of the linked devices 328A, 328B. Wireless links also may be formed with other remote electronic devices, such as a mobile phone, a tablet, a laptop, another mobile computing device, one or more environmental control devices, or other types of electronic devices. In certain implementations, the wireless links permit communication with one or more devices including, but not limited to smart light bulbs, thermostats, garage door openers, door locks, remote controls, televisions, security systems, security cameras, smoke detectors, video game consoles, other robotic systems, or other communication enabled sensing and/or actuation devices or appliances."
203,storage media,hard drives,rhyper,-1,"The controllers described in this document can include one or more processors. Processors suitable for the execution of a computer program include, by way of example, both general and special purpose microprocessors, and any one or more processors of any kind of digital computer. Generally, a processor will receive instructions and data from a read-only storage area or a random access storage area or both. Elements of a computer include one or more processors for executing instructions and one or more storage area devices for storing instructions and data. Generally, a computer will also include, or be operatively coupled to receive data from, or transfer data to, or both, one or more machine-readable storage media, such as hard drives, magnetic disks, magneto-optical disks, or optical disks. Machine-readable storage media suitable for embodying computer program instructions and data include various forms of non-volatile storage area, including by way of example, semiconductor storage devices, e.g., EPROM, EEPROM, and flash storage devices; magnetic disks, e.g., internal hard disks or removable disks; magneto-optical disks; and CD-ROM and DVD-ROM discs."
204,objective function,loss function,hyper,1,"The facial expression training apparatus defines an objective function to measure how close currently set connection weights are to an optimal value, continues to change the connection weights based on a result of the objective function, and repeatedly performs training. For example, the objective function is a loss function used to calculate a loss between an expected value to be output and an actual output value based on a training input of training data in the neural network 100. The facial expression training apparatus updates the connection weights by reducing a value of the loss function."
205,facial expression,facial expression,hyper,1,"Referring to FIG. 8, in operation 810, a facial expression training apparatus acquires a reference image and a reference facial expression. The reference image is, for example, an image including an object provided for training. The reference facial expression is a facial expression mapped to the reference image, for example, a label that indicates a facial expression of an object included in the reference image. Training data includes a pair of the reference image and the reference facial expression. In an example, the facial expression training apparatus loads and acquires training data from a memory. However, examples are not limited thereto, and the facial expression training apparatus acquires training data from, for example, an external device. Also, the facial expression training apparatus further acquires a reference voice corresponding to the reference image."
